age,assists,blocks,defensive_rebound,effective_field_goal_percentage,field_goal_attempts,field_goal_made,field_goal_percentage,free_throw_attempts,free_throw_made,free_throw_percentage,games_played,games_started,minutes_played,name,offensive_rebound,personal_fouls,points,position,ranking,steals,team,three_pt_percentage,three_pts_attempts,three_pts_made,total_rebound,turnover,two_pts_attempts,two_pts_made,two_pts_percentage
24,,,,,,,.556,,,1.000,8,0,28,Jordan Miller,,,,SF,342,,,.500,,,,,,,.571
20,,,,,,,.650,,,.500,17,0,52,Leonard Miller,,,,SF,343,,,.400,,,,,,,.733
24,21,10,26,.378,74,22,.297,9,5,.556,34,1,381,Justin Minaya,30,35,61,SF,347,9,,.245,49,12,56,9,25,10,.400
21,8,5,13,.528,36,17,.472,14,12,.857,32,0,91,Josh Minott,4,10,50,SF,348,5,,.400,10,4,17,2,26,13,.500
23,,,,.524,,,.450,,,.868,70,70,,Tyrese Maxey,,,,PG,324,,,.373,,,,,,,.501
26,,,,.447,,,.396,,,.765,38,5,,Skylar Mays,,,,PG-SG,325,,TOT,.296,,,,,,,.448
26,,,,.435,,,.384,,,.765,21,5,,Skylar Mays,,,,PG,325,,,.286,,,,,,,.438
19,,,,,,,.200,,,.500,2,0,24,Dariq Whitehead,,,,SF,344,,,.000,,,,,,,.500
35,,,,,,,.351,,,1.000,32,5,415,Patty Mills,,,,PG,345,,TOT,.276,,,,,,,.500
25,134,3,76,.540,323,146,.452,42,30,.714,72,4,1101,Davion Mitchell,19,85,379,PG,349,17,,.361,158,57,95,43,165,89,.539
27,333,30,234,.545,1089,503,.462,318,275,.865,55,55,1942,Donovan Mitchell,46,118,1463,SG,350,101,,.368,494,182,280,154,595,321,.539
26,,,,.524,,,.476,,,,17,0,,Skylar Mays,,,,SG,325,,,.400,,,,,,,.500
23,,,,.572,,,.452,,,.860,68,14,,Miles McBride,,,,PG,326,,,.410,,,,,,,.511
35,,,,,,,.373,,,,19,0,202,Patty Mills,,,,PG,345,,,.382,,,,,,,.353
35,,,,,,,.338,,,1.000,13,5,213,Patty Mills,,,,PG,345,,,.208,,,,,,,.593
22,160,72,357,.600,552,320,.580,171,123,.719,50,50,1532,Evan Mobley,111,134,785,PF,351,45,,.373,59,22,468,90,493,298,.604
24,6,0,7,.479,24,10,.417,1,0,.000,10,0,72,Isaiah Mobley,3,6,23,PF,352,2,,.300,10,3,10,2,14,7,.500
32,,,,.572,,,.459,,,.827,66,66,,CJ McCollum,,,,PG,327,,,.429,,,,,,,.492
31,,,,.572,,,.556,,,.790,71,4,,T.J. McConnell,,,,PG,328,,,.409,,,,,,,.568
27,,,,,,,.405,,,.816,48,0,581,Shake Milton,,,,SG,346,,TOT,.281,,,,,,,.466
25,370,39,184,.526,893,396,.443,205,170,.829,72,0,1872,Malik Monk,28,156,1110,SG,353,45,,.350,423,148,212,150,470,248,.528
21,57,24,131,.548,420,194,.462,93,73,.785,66,9,1156,Moses Moody,65,90,533,SG,354,42,,.360,200,72,196,44,220,122,.555
23,,,,.557,,,.489,,,.722,72,71,,Jaden McDaniels,,,,SF,329,,,.337,,,,,,,.592
26,,,,.376,,,.344,,,.730,50,1,,Jalen McDaniels,,,,SF,330,,,.169,,,,,,,.449
27,,,,,,,.400,,,.818,38,0,491,Shake Milton,,,,SG,346,,,.264,,,,,,,.467
27,,,,,,,.423,,,.667,4,0,63,Shake Milton,,,,SG,346,,,.333,,,,,,,.471
27,,,,,,,.444,,,1.000,6,0,27,Shake Milton,,,,SG,346,,,.500,,,,,,,.429
29,21,3,10,.348,46,15,.326,2,1,.500,14,1,119,Xavier Moon,8,8,33,SG,355,3,,.118,17,2,18,5,29,13,.448
25,5,0,4,.447,19,8,.421,2,1,.500,4,0,40,Taze Moore,4,4,18,SG,356,2,,.143,7,1,8,3,12,7,.583
22,6,1,12,.500,18,9,.500,0,0,,25,0,75,Wendell Moore Jr.,0,5,18,SG,357,5,,.000,6,0,12,4,12,9,.750
32,,,,.599,,,.433,,,.579,64,0,,Doug McDermott,,,,SF,331,,TOT,.410,,,,,,,.527
32,,,,.619,,,.442,,,.588,46,0,,Doug McDermott,,,,SF,331,,,.439,,,,,,,.452
24,,,,,,,.297,,,.556,34,1,381,Justin Minaya,,,,SF,347,,,.245,,,,,,,.400
21,,,,,,,.472,,,.857,32,0,91,Josh Minott,,,,SF,348,,,.400,,,,,,,.500
24,73,5,44,.512,170,80,.471,64,52,.813,9,9,318,Ja Morant,6,19,226,PG,358,7,,.275,51,14,50,27,119,66,.555
34,36,13,111,.530,264,116,.439,44,36,.818,49,7,817,Marcus Morris,23,74,316,PF,359,15,TOT,.403,119,48,134,30,145,68,.469
32,,,,.536,,,.406,,,.500,18,0,,Doug McDermott,,,,SF,331,,,.321,,,,,,,.769
36,,,,.602,,,.598,,,.578,46,0,,JaVale McGee,,,,C,332,,,.143,,,,,,,.624
25,,,,,,,.452,,,.714,72,4,1101,Davion Mitchell,,,,PG,349,,,.361,,,,,,,.539
27,,,,,,,.462,,,.865,55,55,1942,Donovan Mitchell,,,,SG,350,,,.368,,,,,,,.539
34,26,11,91,.527,205,90,.439,36,31,.861,37,7,637,Marcus Morris,18,61,247,PF,359,13,,.400,90,36,109,19,115,54,.470
34,10,2,20,.542,59,26,.441,8,5,.625,12,0,180,Marcus Morris,5,13,69,PF,359,2,,.414,29,12,25,11,30,14,.467
21,,,,.513,,,.439,,,.776,59,14,,Bryce McGowens,,,,SG,333,,,.333,,,,,,,.523
27,,,,.628,,,.483,,,.722,56,0,,Jordan McLaughlin,,,,PG,334,,,.472,,,,,,,.500
25,,,,.493,,,.386,,,.835,38,33,,De'Anthony Melton,,,,SG,335,,,.360,,,,,,,.425
22,,,,,,,.580,,,.719,50,50,1532,Evan Mobley,,,,PF,351,,,.373,,,,,,,.604
24,,,,,,,.417,,,.000,10,0,72,Isaiah Mobley,,,,PF,352,,,.300,,,,,,,.500
34,16,3,35,.449,68,23,.338,6,5,.833,26,1,216,Markieff Morris,4,12,66,PF,360,5,,.357,42,15,39,12,26,8,.308
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
28,69,9,50,.493,153,62,.405,19,13,.684,33,0,476,Monte Morris,7,14,164,PG,361,19,TOT,.386,70,27,57,7,83,35,.422
25,,,,.429,,,.429,,,.750,25,0,,Nathan Mensah,,,,C,336,,,,,,,,,,.429
27,,,,.584,,,.402,,,.929,61,1,,Sam Merrill,,,,SG,337,,,.404,,,,,,,.385
25,,,,,,,.443,,,.829,72,0,1872,Malik Monk,,,,SG,353,,,.350,,,,,,,.528
21,,,,,,,.462,,,.785,66,9,1156,Moses Moody,,,,SG,354,,,.360,,,,,,,.555
28,8,1,10,.394,33,12,.364,2,1,.500,6,0,68,Monte Morris,2,1,27,PG,361,1,,.182,11,2,12,2,22,10,.455
28,61,8,40,.521,120,50,.417,17,12,.706,27,0,408,Monte Morris,5,13,137,PG,361,18,,.424,59,25,45,5,61,25,.410
23,124,28,238,.579,621,275,.443,151,123,.815,57,23,1690,Trey Murphy III,42,70,842,SF,362,51,,.380,445,169,280,34,176,106,.602
26,,,,.561,,,.504,,,.906,51,12,,Chimezie Metu,,,,C,338,,TOT,.298,,,,,,,.633
26,,,,.565,,,.508,,,.884,37,5,,Chimezie Metu,,,,C,338,,,.294,,,,,,,.646
29,,,,,,,.326,,,.500,14,1,119,Xavier Moon,,,,SG,355,,,.118,,,,,,,.448
25,,,,,,,.421,,,.500,4,0,40,Taze Moore,,,,SG,356,,,.143,,,,,,,.583
22,,,,,,,.500,,,,25,0,75,Wendell Moore Jr.,,,,SG,357,,,.000,,,,,,,.750
27,502,24,354,.528,1463,672,.459,262,208,.794,78,78,2783,Dejounte Murray,62,138,1753,SG,363,111,,.363,554,201,416,201,909,471,.518
26,384,39,200,.554,986,474,.481,184,157,.853,59,59,1861,Jamal Murray,42,104,1250,PG,364,57,,.425,341,145,242,125,645,329,.510
26,,,,.557,,,.500,,,.952,14,7,,Chimezie Metu,,,,C,338,,,.302,,,,,,,.620
30,,,,.488,,,.430,,,.813,60,21,,Vasilije Micić,,,,PG,339,,TOT,.279,,,,,,,.537
24,,,,,,,.471,,,.813,9,9,318,Ja Morant,,,,PG,358,,,.275,,,,,,,.555
34,,,,,,,.439,,,.818,49,7,817,Marcus Morris,,,,PF,359,,TOT,.403,,,,,,,.469
23,129,59,314,.548,975,443,.454,124,103,.831,77,77,2588,Keegan Murray,106,205,1172,SF,365,79,,.358,511,183,420,64,464,260,.560
23,80,21,139,.463,366,145,.396,56,37,.661,62,29,1348,Kris Murray,85,92,376,SF,366,53,,.268,183,49,224,55,183,96,.525
30,,,,.467,,,.407,,,.737,30,0,,Vasilije Micić,,,,PG,339,,,.244,,,,,,,.565
30,,,,.495,,,.437,,,.839,30,21,,Vasilije Micić,,,,PG,339,,,.294,,,,,,,.529
34,,,,,,,.439,,,.861,37,7,637,Marcus Morris,,,,PF,359,,,.400,,,,,,,.470
34,,,,,,,.441,,,.625,12,0,180,Marcus Morris,,,,PF,359,,,.414,,,,,,,.467
32,36,13,86,.449,156,56,.359,25,17,.680,53,6,600,Mike Muscala,39,52,157,C,367,9,TOT,.292,96,28,125,22,60,28,.467
32,22,7,53,.444,90,33,.367,20,15,.750,24,2,338,Mike Muscala,22,31,95,C,367,5,,.275,51,14,75,16,39,19,.487
32,,,,.566,,,.493,,,.833,55,55,,Khris Middleton,,,,SF,340,,,.381,,,,,,,.563
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
34,,,,,,,.338,,,.833,26,1,216,Markieff Morris,,,,PF,360,,,.357,,,,,,,.308
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
28,,,,,,,.405,,,.684,33,0,476,Monte Morris,,,,PG,361,,TOT,.386,,,,,,,.422
32,10,5,19,.489,44,15,.341,4,2,.500,13,4,171,Mike Muscala,10,13,45,C,367,3,,.382,34,13,29,2,10,2,.200
32,4,1,14,.386,22,8,.364,1,0,.000,16,0,91,Mike Muscala,7,8,17,C,367,1,,.091,11,1,21,4,11,7,.636
21,,,,.524,,,.440,,,.827,74,68,,Brandon Miller,,,,SF,341,,,.373,,,,,,,.495
24,,,,.611,,,.556,,,1.000,8,0,,Jordan Miller,,,,SF,342,,,.500,,,,,,,.571
20,,,,.700,,,.650,,,.500,17,0,,Leonard Miller,,,,SF,343,,,.400,,,,,,,.733
28,,,,,,,.364,,,.500,6,0,68,Monte Morris,,,,PG,361,,,.182,,,,,,,.455
28,,,,,,,.417,,,.706,27,0,408,Monte Morris,,,,PG,361,,,.424,,,,,,,.410
26,35,1,40,.569,137,57,.416,9,6,.667,41,2,413,Svi Mykhailiuk,11,19,162,SF,368,11,,.389,108,42,51,12,29,15,.517
31,113,19,213,.629,241,138,.573,61,47,.770,61,0,1216,Larry Nance Jr.,94,98,350,C,369,61,,.415,65,27,307,49,176,111,.631
19,,,,.200,,,.200,,,.500,2,0,,Dariq Whitehead,,,,SF,344,,,.000,,,,,,,.500
35,,,,.443,,,.351,,,1.000,32,5,,Patty Mills,,,,PG,345,,TOT,.276,,,,,,,.500
23,,,,,,,.443,,,.815,57,23,1690,Trey Murphy III,,,,SF,362,,,.380,,,,,,,.602
27,,,,,,,.459,,,.794,78,78,2783,Dejounte Murray,,,,SG,363,,,.363,,,,,,,.518
23,0,0,3,.250,6,1,.167,2,0,.000,8,0,27,Pete Nance,0,2,3,PF,370,1,,1.000,1,1,3,1,5,0,.000
24,280,6,105,.557,522,260,.498,56,45,.804,68,47,1697,Andrew Nembhard,36,143,626,PG,371,63,,.357,171,61,141,101,351,199,.567
35,,,,.500,,,.373,,,,19,0,,Patty Mills,,,,PG,345,,,.382,,,,,,,.353
35,,,,.406,,,.338,,,1.000,13,5,,Patty Mills,,,,PG,345,,,.208,,,,,,,.593
26,,,,,,,.481,,,.853,59,59,1861,Jamal Murray,,,,PG,364,,,.425,,,,,,,.510
23,,,,,,,.454,,,.831,77,77,2588,Keegan Murray,,,,SF,365,,,.358,,,,,,,.560
24,108,49,212,.606,635,315,.496,137,107,.781,72,47,1995,Aaron Nesmith,63,241,877,SF,372,65,,.419,334,140,275,64,301,175,.581
30,98,18,256,.567,632,284,.449,60,51,.850,82,10,1831,Georges Niang,22,192,768,PF,373,30,,.376,396,149,278,72,236,135,.572
27,,,,.451,,,.405,,,.816,48,0,,Shake Milton,,,,SG,346,,TOT,.281,,,,,,,.466
27,,,,.444,,,.400,,,.818,38,0,,Shake Milton,,,,SG,346,,,.264,,,,,,,.467
23,,,,,,,.396,,,.661,62,29,1348,Kris Murray,,,,SF,366,,,.268,,,,,,,.525
32,,,,,,,.359,,,.680,53,6,600,Mike Muscala,,,,C,367,,TOT,.292,,,,,,,.467
32,,,,,,,.367,,,.750,24,2,338,Mike Muscala,,,,C,367,,,.275,,,,,,,.487
21,6,0,2,.500,24,9,.375,6,3,.500,15,0,50,Daishen Nix,1,2,27,PG,374,5,,.353,17,6,3,5,7,3,.429
23,32,38,65,.483,149,69,.463,62,42,.677,58,0,576,Zeke Nnaji,61,81,186,PF,375,15,,.261,23,6,126,27,126,63,.500
27,,,,.481,,,.423,,,.667,4,0,,Shake Milton,,,,SG,346,,,.333,,,,,,,.471
27,,,,.500,,,.444,,,1.000,6,0,,Shake Milton,,,,SG,346,,,.500,,,,,,,.429
32,,,,,,,.341,,,.500,13,4,171,Mike Muscala,,,,C,367,,,.382,,,,,,,.200
32,,,,,,,.364,,,.000,16,0,91,Mike Muscala,,,,C,367,,,.091,,,,,,,.636
26,,,,,,,.416,,,.667,41,2,413,Svi Mykhailiuk,,,,SF,368,,,.389,,,,,,,.517
24,19,2,18,.474,78,34,.436,9,7,.778,13,1,214,Jaylen Nowell,6,15,81,SG,376,4,TOT,.207,29,6,24,7,49,28,.571
24,16,0,11,.436,55,22,.400,3,3,1.000,9,1,156,Jaylen Nowell,3,13,51,SG,376,3,,.174,23,4,14,5,32,18,.563
24,3,2,7,.565,23,12,.522,6,4,.667,4,0,58,Jaylen Nowell,3,2,30,SG,376,1,,.333,6,2,10,2,17,10,.588
24,,,,.378,,,.297,,,.556,34,1,,Justin Minaya,,,,SF,347,,,.245,,,,,,,.400
21,,,,.528,,,.472,,,.857,32,0,,Josh Minott,,,,SF,348,,,.400,,,,,,,.500
25,,,,.540,,,.452,,,.714,72,4,,Davion Mitchell,,,,PG,349,,,.361,,,,,,,.539
31,,,,,,,.573,,,.770,61,0,1216,Larry Nance Jr.,,,,C,369,,,.415,,,,,,,.631
23,,,,,,,.167,,,.000,8,0,27,Pete Nance,,,,PF,370,,,1.000,,,,,,,.000
24,,,,,,,.498,,,.804,68,47,1697,Andrew Nembhard,,,,PG,371,,,.357,,,,,,,.567
24,2,0,0,.000,1,0,.000,2,2,1.000,1,0,4,Markquis Nowell,2,0,2,SG,377,1,,,0,0,2,0,1,0,.000
25,4,0,5,.167,9,1,.111,2,2,1.000,5,0,43,Frank Ntilikina,1,4,5,PG,378,0,,.125,8,1,6,1,1,0,.000
27,,,,.545,,,.462,,,.865,55,55,,Donovan Mitchell,,,,SG,350,,,.368,,,,,,,.539
22,,,,.600,,,.580,,,.719,50,50,,Evan Mobley,,,,PF,351,,,.373,,,,,,,.604
24,,,,,,,.496,,,.781,72,47,1995,Aaron Nesmith,,,,SF,372,,,.419,,,,,,,.581
30,,,,,,,.449,,,.850,82,10,1831,Georges Niang,,,,PF,373,,,.376,,,,,,,.572
21,,,,,,,.375,,,.500,15,0,50,Daishen Nix,,,,PG,374,,,.353,,,,,,,.429
29,301,80,613,.528,627,320,.510,261,167,.640,76,76,2078,Jusuf Nurkić,224,254,829,C,379,81,,.244,90,22,837,175,537,298,.555
25,62,13,121,.535,299,138,.462,53,44,.830,52,1,712,Jordan Nwora,28,48,364,SF,380,26,TOT,.336,131,44,149,53,168,94,.560
24,,,,.479,,,.417,,,.000,10,0,,Isaiah Mobley,,,,PF,352,,,.300,,,,,,,.500
25,,,,.526,,,.443,,,.829,72,0,,Malik Monk,,,,SG,353,,,.350,,,,,,,.528
23,,,,,,,.463,,,.677,58,0,576,Zeke Nnaji,,,,PF,375,,,.261,,,,,,,.500
24,,,,,,,.436,,,.778,13,1,214,Jaylen Nowell,,,,SG,376,,TOT,.207,,,,,,,.571
24,,,,,,,.400,,,1.000,9,1,156,Jaylen Nowell,,,,SG,376,,,.174,,,,,,,.563
25,18,1,25,.518,82,37,.451,11,9,.818,18,0,183,Jordan Nwora,8,19,94,SF,380,6,,.306,36,11,33,12,46,26,.565
25,44,12,96,.541,217,101,.465,42,35,.833,34,1,529,Jordan Nwora,20,29,270,SF,380,20,,.347,95,33,116,41,122,68,.557
21,,,,.548,,,.462,,,.785,66,9,,Moses Moody,,,,SG,354,,,.360,,,,,,,.555
29,,,,.348,,,.326,,,.500,14,1,,Xavier Moon,,,,SG,355,,,.118,,,,,,,.448
24,,,,,,,.522,,,.667,4,0,58,Jaylen Nowell,,,,SG,376,,,.333,,,,,,,.588
24,,,,,,,.000,,,1.000,1,0,4,Markquis Nowell,,,,SG,377,,,,,,,,,,.000
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
30,219,44,317,.542,539,214,.397,35,24,.686,79,14,1954,Royce O'Neale,60,174,608,SF,381,59,TOT,.370,422,156,377,73,117,58,.496
25,,,,.447,,,.421,,,.500,4,0,,Taze Moore,,,,SG,356,,,.143,,,,,,,.583
22,,,,.500,,,.500,,,,25,0,,Wendell Moore Jr.,,,,SG,357,,,.000,,,,,,,.750
25,,,,,,,.111,,,1.000,5,0,43,Frank Ntilikina,,,,PG,378,,,.125,,,,,,,.000
29,,,,,,,.510,,,.640,76,76,2078,Jusuf Nurkić,,,,C,379,,,.244,,,,,,,.555
30,137,29,183,.537,325,126,.388,22,15,.682,49,6,1202,Royce O'Neale,38,120,364,SF,381,32,,.366,265,97,221,51,60,29,.483
30,82,15,134,.549,214,88,.411,13,9,.692,30,8,752,Royce O'Neale,22,54,244,SF,381,27,,.376,157,59,156,22,57,29,.509
24,,,,.512,,,.471,,,.813,9,9,,Ja Morant,,,,PG,358,,,.275,,,,,,,.555
34,,,,.530,,,.439,,,.818,49,7,,Marcus Morris,,,,PF,359,,TOT,.403,,,,,,,.469
25,,,,,,,.462,,,.830,52,1,712,Jordan Nwora,,,,SF,380,,TOT,.336,,,,,,,.560
25,,,,,,,.451,,,.818,18,0,183,Jordan Nwora,,,,SF,380,,,.306,,,,,,,.565
25,20,7,62,.460,112,40,.357,7,4,.571,47,8,432,Chuma Okeke,18,19,107,SF,382,9,,.280,82,23,80,16,30,17,.567
25,64,24,80,.488,206,86,.417,102,76,.745,60,11,960,Josh Okogie,74,68,277,SG,383,48,,.309,94,29,154,36,112,57,.509
34,,,,.527,,,.439,,,.861,37,7,,Marcus Morris,,,,PF,359,,,.400,,,,,,,.470
34,,,,.542,,,.441,,,.625,12,0,,Marcus Morris,,,,PF,359,,,.414,,,,,,,.467
34,,,,.449,,,.338,,,.833,26,1,,Markieff Morris,,,,PF,360,,,.357,,,,,,,.308
25,,,,,,,.465,,,.833,34,1,529,Jordan Nwora,,,,SF,380,,,.347,,,,,,,.557
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
30,,,,,,,.397,,,.686,79,14,1954,Royce O'Neale,,,,SF,381,,TOT,.370,,,,,,,.496
23,74,60,231,.642,365,223,.611,116,92,.793,55,8,1405,Onyeka Okongwu,145,162,561,C,384,26,,.333,69,23,376,45,296,200,.676
23,132,34,139,.577,480,235,.490,137,93,.679,69,42,1887,Isaac Okoro,67,140,647,SF,385,57,,.391,215,84,206,54,265,151,.570
32,347,30,303,.616,497,276,.555,180,150,.833,78,27,1759,Kelly Olynyk,108,230,762,C,386,74,TOT,.387,155,60,411,152,342,216,.632
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
28,,,,.493,,,.405,,,.684,33,0,,Monte Morris,,,,PG,361,,TOT,.386,,,,,,,.422
28,,,,.394,,,.364,,,.500,6,0,,Monte Morris,,,,PG,361,,,.182,,,,,,,.455
30,,,,,,,.388,,,.682,49,6,1202,Royce O'Neale,,,,SF,381,,,.366,,,,,,,.483
30,,,,,,,.411,,,.692,30,8,752,Royce O'Neale,,,,SF,381,,,.376,,,,,,,.509
32,219,12,191,.632,258,145,.562,95,80,.842,50,8,1019,Kelly Olynyk,63,132,406,C,386,37,,.429,84,36,254,81,174,109,.626
32,128,18,112,.598,239,131,.548,85,70,.824,28,19,740,Kelly Olynyk,45,98,356,C,386,37,,.338,71,24,157,71,168,107,.637
28,,,,.521,,,.417,,,.706,27,0,,Monte Morris,,,,PG,361,,,.424,,,,,,,.410
23,,,,.579,,,.443,,,.815,57,23,,Trey Murphy III,,,,SF,362,,,.380,,,,,,,.602
25,,,,,,,.357,,,.571,47,8,432,Chuma Okeke,,,,SF,382,,,.280,,,,,,,.567
25,,,,,,,.417,,,.745,60,11,960,Josh Okogie,,,,SG,383,,,.309,,,,,,,.509
26,35,5,50,.524,167,81,.485,49,32,.653,43,0,393,Eugene Omoruyi,35,62,207,SF,387,27,,.283,46,13,85,21,121,68,.562
28,119,11,155,.591,384,184,.479,52,35,.673,72,3,1269,Cedi Osman,25,107,489,SF,388,36,,.389,221,86,180,47,163,98,.601
27,,,,.528,,,.459,,,.794,78,78,,Dejounte Murray,,,,SG,363,,,.363,,,,,,,.518
26,,,,.554,,,.481,,,.853,59,59,,Jamal Murray,,,,PG,364,,,.425,,,,,,,.510
23,,,,,,,.611,,,.793,55,8,1405,Onyeka Okongwu,,,,C,384,,,.333,,,,,,,.676
23,,,,,,,.490,,,.679,69,42,1887,Isaac Okoro,,,,SF,385,,,.391,,,,,,,.570
28,101,47,247,.498,878,387,.441,232,174,.750,68,52,2055,Kelly Oubre Jr.,94,194,1049,SF,389,77,,.311,325,101,341,87,553,286,.517
38,393,6,207,.525,467,206,.441,52,43,.827,58,18,1531,Chris Paul,18,108,533,PG,390,70,,.371,210,78,225,76,257,128,.498
23,,,,.548,,,.454,,,.831,77,77,,Keegan Murray,,,,SF,365,,,.358,,,,,,,.560
23,,,,.463,,,.396,,,.661,62,29,,Kris Murray,,,,SF,366,,,.268,,,,,,,.525
32,,,,,,,.555,,,.833,78,27,1759,Kelly Olynyk,,,,C,386,,TOT,.387,,,,,,,.632
32,,,,,,,.562,,,.842,50,8,1019,Kelly Olynyk,,,,C,386,,,.429,,,,,,,.626
29,205,11,96,.541,481,208,.432,67,58,.866,78,10,1304,Cameron Payne,21,126,578,PG,391,42,TOT,.390,267,104,117,66,214,104,.486
29,109,3,57,.572,222,101,.455,44,37,.841,47,2,702,Cameron Payne,5,73,291,PG,391,22,,.397,131,52,62,31,91,49,.538
32,,,,.449,,,.359,,,.680,53,6,,Mike Muscala,,,,C,367,,TOT,.292,,,,,,,.467
32,,,,.444,,,.367,,,.750,24,2,,Mike Muscala,,,,C,367,,,.275,,,,,,,.487
32,,,,,,,.548,,,.824,28,19,740,Kelly Olynyk,,,,C,386,,,.338,,,,,,,.637
26,,,,,,,.485,,,.653,43,0,393,Eugene Omoruyi,,,,SF,387,,,.283,,,,,,,.562
28,,,,,,,.479,,,.673,72,3,1269,Cedi Osman,,,,SF,388,,,.389,,,,,,,.601
29,96,8,39,.514,259,107,.413,23,21,.913,31,8,602,Cameron Payne,16,53,287,PG,391,20,,.382,136,52,55,35,123,55,.447
31,48,18,67,.617,183,103,.563,23,14,.609,44,0,680,Gary Payton II,46,77,240,SG,392,39,,.364,55,20,113,27,128,83,.648
32,,,,.489,,,.341,,,.500,13,4,,Mike Muscala,,,,C,367,,,.382,,,,,,,.200
32,,,,.386,,,.364,,,.000,16,0,,Mike Muscala,,,,C,367,,,.091,,,,,,,.636
28,,,,,,,.441,,,.750,68,52,2055,Kelly Oubre Jr.,,,,SF,389,,,.311,,,,,,,.517
38,,,,,,,.441,,,.827,58,18,1531,Chris Paul,,,,PG,390,,,.371,,,,,,,.498
29,,,,,,,.432,,,.866,78,10,1304,Cameron Payne,,,,PG,391,,TOT,.390,,,,,,,.486
23,2,4,26,.586,35,18,.514,10,7,.700,7,1,122,Mãozinha Pereira,11,10,48,SF,393,6,,.385,13,5,37,5,22,13,.591
24,1,0,1,.917,6,4,.667,0,0,,3,0,23,Drew Peterson,0,1,11,PF,394,2,,.600,5,3,1,1,1,1,1.000
26,,,,.569,,,.416,,,.667,41,2,,Svi Mykhailiuk,,,,SF,368,,,.389,,,,,,,.517
31,,,,.629,,,.573,,,.770,61,0,,Larry Nance Jr.,,,,C,369,,,.415,,,,,,,.631
29,,,,,,,.455,,,.841,47,2,702,Cameron Payne,,,,PG,391,,,.397,,,,,,,.538
29,,,,,,,.413,,,.913,31,8,602,Cameron Payne,,,,PG,391,,,.382,,,,,,,.447
23,0,0,1,.500,2,1,.500,2,1,.500,3,0,10,Filip Petrušev,0,1,3,C,395,0,TOT,,0,0,1,0,2,1,.500
23,0,0,1,,0,0,,0,0,,1,0,3,Filip Petrušev,0,0,0,C,395,0,,,0,0,1,0,0,0,
23,0,0,0,.500,2,1,.500,2,1,.500,2,0,7,Filip Petrušev,0,1,3,C,395,0,,,0,0,0,0,2,1,.500
23,,,,.250,,,.167,,,.000,8,0,,Pete Nance,,,,PF,370,,,1.000,,,,,,,.000
31,,,,,,,.563,,,.609,44,0,680,Gary Payton II,,,,SG,392,,,.364,,,,,,,.648
20,13,7,24,.494,77,32,.416,19,13,.684,40,0,323,Julian Phillips,12,40,89,SF,396,7,,.316,38,12,36,10,39,20,.513
24,21,0,13,.557,35,15,.429,4,3,.750,27,0,122,Jalen Pickett,1,13,42,SG,397,4,,.360,25,9,14,9,10,6,.600
24,,,,.557,,,.498,,,.804,68,47,,Andrew Nembhard,,,,PG,371,,,.357,,,,,,,.567
24,,,,.606,,,.496,,,.781,72,47,,Aaron Nesmith,,,,SF,372,,,.419,,,,,,,.581
23,,,,,,,.514,,,.700,7,1,122,Mãozinha Pereira,,,,SF,393,,,.385,,,,,,,.591
24,,,,,,,.667,,,,3,0,23,Drew Peterson,,,,PF,394,,,.600,,,,,,,1.000
23,98,10,45,.567,203,100,.493,55,41,.745,21,16,527,Scotty Pippen Jr.,22,60,271,PG,398,36,,.417,72,30,67,56,131,70,.534
33,55,17,174,.569,153,87,.569,99,70,.707,46,11,674,Mason Plumlee,60,68,244,C,399,14,,.000,6,0,234,36,147,87,.592
20,273,14,309,.529,597,271,.454,79,50,.633,74,28,1968,Brandin Podziemski,118,122,682,SG,400,61,,.385,234,90,427,88,363,181,.499
30,,,,.567,,,.449,,,.850,82,10,,Georges Niang,,,,PF,373,,,.376,,,,,,,.572
21,,,,.500,,,.375,,,.500,15,0,,Daishen Nix,,,,PG,374,,,.353,,,,,,,.429
23,,,,,,,.500,,,.500,3,0,10,Filip Petrušev,,,,C,395,,TOT,,,,,,,,.500
23,,,,,,,,,,,1,0,3,Filip Petrušev,,,,C,395,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
28,127,76,283,.656,378,248,.656,107,59,.551,50,50,1319,Jakob Poeltl,146,149,555,C,401,35,,,0,0,429,77,378,248,.656
23,,,,.483,,,.463,,,.677,58,0,,Zeke Nnaji,,,,PF,375,,,.261,,,,,,,.500
24,,,,.474,,,.436,,,.778,13,1,,Jaylen Nowell,,,,SG,376,,TOT,.207,,,,,,,.571
23,,,,,,,.500,,,.500,2,0,7,Filip Petrušev,,,,C,395,,,,,,,,,,.500
20,,,,,,,.416,,,.684,40,0,323,Julian Phillips,,,,SF,396,,,.316,,,,,,,.513
22,35,13,72,.479,121,49,.405,41,30,.732,28,0,405,Aleksej Pokusevski,17,22,146,PF,402,15,TOT,.327,55,18,89,19,66,31,.470
